""	"CD4"	"CD8"	"Macrophages"
"TCGA-19-2623-01"	-0.494578055813167	-0.516115888797374	-0.203334832925293
"TCGA-06-0192-01"	-0.434589937571105	-0.515895139429693	-0.111708333302837
"TCGA-06-2558-01"	-0.523456417021312	-0.572293763006247	-0.309433100896512
"TCGA-28-1750-01"	-0.509011932129832	-0.590685921179221	-0.262516268405233
"TCGA-06-0644-01"	-0.433183038989509	-0.433556625903629	-0.100198537858789
"TCGA-06-0185-01"	-0.516143221246097	-0.622930867449244	-0.26267871377553
"TCGA-06-2570-01"	-0.551166318009967	-0.589763500178855	-0.270949208108617
"TCGA-12-3646-01"	-0.52473776749717	-0.590897670018967	-0.34597518528728
"TCGA-76-6282-01"	-0.387849164951659	-0.446746012117058	-0.0915127501098611
"TCGA-08-0518-01"	-0.533011336115546	-0.629989972390266	-0.365437077585221
"TCGA-02-2470-01"	-0.480545145143953	-0.47534070993036	-0.190205891354745
"TCGA-19-5954-01"	-0.461212112330605	-0.511472305386026	-0.197159092668148
"TCGA-06-0743-01"	-0.490994221823435	-0.536534555082623	-0.278889536386546
"TCGA-06-0680-11"	-0.516569983855465	-0.566186465060655	-0.415137245687927
"TCGA-06-0214-01"	-0.524064514294106	-0.580396748875296	-0.191154324881377
"TCGA-02-0003-01"	-0.0454827399314716	0.162408541457342	0.186737555729077
"TCGA-32-1979-01"	-0.488011077016451	-0.47660441425006	-0.185849359926117
"TCGA-19-0963-01"	-0.563956781723631	-0.650617036255076	-0.292903031475941
"TCGA-87-5896-01"	-0.501278976503736	-0.58237620053759	-0.329781980486946
"TCGA-06-1087-01"	-0.50147586098442	-0.579288764510116	-0.419557726739857
"TCGA-06-0675-11"	-0.532575086711034	-0.602911900546146	-0.41167949794061
"TCGA-41-2573-01"	-0.570046976035221	-0.614763297631254	-0.309014859104663
"TCGA-08-0350-01"	-0.475257231068252	-0.561583065300977	-0.254708132843319
"TCGA-06-0166-01"	-0.498269142519444	-0.579697088675483	-0.263063562968673
"TCGA-06-0189-01"	-0.438160563173297	-0.401644686352494	-0.0585380181268506
"TCGA-06-2569-01"	-0.576768214250125	-0.62829158083417	-0.397431532193655
"TCGA-19-0957-01"	-0.519696226509418	-0.561706747393083	-0.238664188135542
"TCGA-14-0865-01"	-0.535809455562031	-0.556227514730184	-0.406821376660681
"TCGA-16-1063-01"	-0.511470602777807	-0.576809140291322	-0.290894743066174
"TCGA-08-0354-01"	-0.45830122803478	-0.532220588161828	-0.237348997213128
"TCGA-76-4925-01"	-0.54378912291941	-0.606801358406229	-0.386845072354069
"TCGA-14-1396-01"	-0.494784737540945	-0.57730337833839	-0.306005782472565
"TCGA-12-0778-01"	-0.47464052247719	-0.551883141204385	-0.170622578581994
"TCGA-26-1443-01"	-0.494235076814089	-0.59219789178167	-0.379541831465082
"TCGA-02-0333-01"	-0.485642713829094	-0.590034632547096	-0.375257447523908
"TCGA-28-1752-01"	-0.479577739780345	-0.494252515309914	-0.154398704073735
"TCGA-12-3649-01"	-0.536059684383381	-0.615923509217727	-0.309026504057146
"TCGA-14-0790-01"	-0.514514723137098	-0.595065451640788	-0.281709101761989
"TCGA-28-2514-01"	-0.546571648590405	-0.612543292666953	-0.353342640789148
"TCGA-02-0085-01"	-0.490070518758593	-0.487496722287113	-0.15881811790362
"TCGA-06-5859-01"	-0.458859254193585	-0.502800441492322	-0.216324961568143
"TCGA-02-0326-01"	-0.400261055664129	-0.438280738017022	-0.253144609263202
"TCGA-02-0451-01"	-0.509956471193715	-0.565487085957917	-0.148681742854472
"TCGA-14-1459-01"	-0.458196447061577	-0.509887206230626	-0.2644282374529
"TCGA-08-0529-01"	-0.511241590789231	-0.574778935601689	-0.266375303853735
"TCGA-12-1093-01"	-0.466793475100595	-0.555519694719459	-0.158747427514931
"TCGA-32-1973-01"	-0.524299932061913	-0.523546243511283	-0.232152647536825
"TCGA-02-0046-01"	-0.278231857577366	-0.19008813037836	-0.00818169654190207
"TCGA-06-0879-01"	-0.507200167075344	-0.565277294808131	-0.258121169979322
"TCGA-12-1097-01"	-0.507858178945167	-0.579034676308769	-0.287513515556028
"TCGA-06-0673-11"	-0.556498899556765	-0.607205288724725	-0.472656005738404
"TCGA-14-0871-01"	-0.522077441448177	-0.625176910545894	-0.40957723806116
"TCGA-28-2510-01"	-0.576018959461584	-0.649855453670422	-0.358984126966213
"TCGA-08-0244-01"	-0.530907187309872	-0.58641456777367	-0.301208837070682
"TCGA-41-5651-01"	-0.551846922598472	-0.60911800944366	-0.418929069933808
"TCGA-76-6192-01"	-0.541182146028525	-0.619565343316475	-0.265222541282884
"TCGA-12-0772-01"	-0.477933833270791	-0.526131484472617	-0.224428748167248
"TCGA-12-0619-01"	-0.485075461909463	-0.546192220292038	-0.187685799480148
"TCGA-02-0016-01"	-0.525079556345229	-0.629252613738967	-0.332349970797451
"TCGA-02-0071-01"	-0.551112551531603	-0.639401870825764	-0.22514248787593
"TCGA-32-1977-01"	-0.448132279256867	-0.460040877397701	-0.0834845230350223
"TCGA-02-0080-01"	-0.523936348237428	-0.610774231048459	-0.427616758907526
"TCGA-32-1991-01"	-0.504494139675811	-0.562831868402229	-0.155380196925805
"TCGA-06-0147-01"	-0.1548527954602	-0.0247481494859529	0.206373243251399
"TCGA-06-0176-01"	-0.469248337556866	-0.514648176535477	-0.125741115307002
"TCGA-06-0210-01"	-0.481808693178878	-0.540921006827219	-0.209373228675752
"TCGA-02-0281-01"	-0.540726996562143	-0.559653049578644	-0.456606301863264
"TCGA-08-0626-11"	-0.543583908298098	-0.591497969210178	-0.469084828238567
"TCGA-32-1982-01"	-0.416074935426193	-0.377175509850794	-0.199266394071407
"TCGA-26-5135-01"	-0.507612819766494	-0.575203426273599	-0.260287295736826
"TCGA-02-0039-01"	-0.481741712323038	-0.561682082134536	-0.145929336520566
"TCGA-02-0099-01"	-0.478348791306349	-0.537340481937444	-0.229906723199852
"TCGA-28-5216-01"	-0.448574491441486	-0.453342689277544	-0.199141342594719
"TCGA-06-0142-01"	-0.532947013649133	-0.596711476555074	-0.315524211494767
"TCGA-02-0430-01"	-0.530878603793187	-0.602867887724192	-0.287315769324562
"TCGA-08-0517-01"	-0.56745613867027	-0.646077967052167	-0.315213836347209
"TCGA-08-0390-01"	-0.529034650548531	-0.581313948915635	-0.21146767849817
"TCGA-19-1789-01"	-0.484255268865385	-0.590877674392005	-0.368287715140489
"TCGA-02-0439-01"	-0.54730495573147	-0.644790521425569	-0.310775242242711
"TCGA-41-3392-01"	-0.516227159119985	-0.562621497168	-0.249797991276286
"TCGA-02-0064-01"	-0.437406943174608	-0.453621876389969	0.0508226443439075
"TCGA-08-0380-01"	-0.428839332981663	-0.490277774662485	-0.189377366986055
"TCGA-06-0939-01"	-0.381446708451336	-0.42434361381714	-0.0189298448297366
"TCGA-16-1056-01"	-0.505455936194951	-0.553908632307663	-0.283467421608191
"TCGA-27-1835-01"	-0.493235905785991	-0.57705492579239	-0.338582175512252
"TCGA-16-1062-01"	-0.501073148595908	-0.586713590179468	-0.333652083429226
"TCGA-06-0882-01"	-0.521779015649453	-0.614876485562541	-0.208047133919752
"TCGA-06-6390-01"	-0.467755177749659	-0.5451398465959	-0.185161044969108
"TCGA-06-2557-01"	-0.403390625526873	-0.370428969387647	-0.0743059772223503
"TCGA-02-0068-01"	-0.459487754228409	-0.552571813281251	-0.150806739339825
"TCGA-08-0509-01"	-0.419507983785141	-0.373777262231828	-0.0766738407477481
"TCGA-06-1801-01"	-0.521766181929614	-0.614036847259391	-0.373776284208988
"TCGA-06-0124-01"	-0.46528285591192	-0.586264438661715	-0.15582369674146
"TCGA-28-2509-01"	-0.506438239347565	-0.587508301045301	-0.330564788399559
"TCGA-26-5136-01"	-0.411377492108623	-0.518927538661046	-0.289629568346408
"TCGA-06-1805-01"	-0.491720410930937	-0.492471028962528	-0.0935208580558923
"TCGA-19-5959-01"	-0.544410758129673	-0.63793126780038	-0.367654791479817
"TCGA-02-0317-01"	-0.51466968955747	-0.638102976124686	-0.404911715916719
"TCGA-14-0813-01"	-0.555812190373628	-0.629247488580322	-0.336291299848341
"TCGA-06-0681-11"	-0.53537696615648	-0.582881760696932	-0.419429899761251
"TCGA-06-0409-01"	-0.401919691497619	-0.380136681407307	-0.0675848339703128
"TCGA-19-2629-01"	-0.494823130245386	-0.549846907136219	-0.234878814552009
"TCGA-15-1447-01"	-0.574717227674105	-0.616342942988448	-0.42908702900192
"TCGA-14-1825-01"	-0.528740719969352	-0.610559276248733	-0.402668888291563
"TCGA-06-5413-01"	-0.467997468290303	-0.45914907702501	-0.145130170068234
"TCGA-19-5947-01"	-0.406698185137387	-0.445934150967581	-0.0605616148964824
"TCGA-27-2523-01"	-0.514720549226549	-0.610323069804113	-0.336711482326066
"TCGA-12-0818-01"	-0.516404169771455	-0.569907973244127	-0.440846903694392
"TCGA-41-3915-01"	-0.469390753356852	-0.516134726166182	-0.162158819247744
"TCGA-19-1388-01"	-0.48628238281896	-0.503944776140325	-0.114787634934933
"TCGA-12-0820-01"	-0.502076164907047	-0.536133412720453	-0.294413244763166
"TCGA-14-1034-01"	-0.478302739181457	-0.572209419218271	-0.232076009451165
"TCGA-06-2566-01"	-0.530978116420014	-0.585170891187738	-0.209291767783088
"TCGA-02-0089-01"	-0.484590737530448	-0.555976233458783	-0.16930121427019
"TCGA-06-0646-01"	-0.512508838781379	-0.573539493796365	-0.204616220144341
"TCGA-15-1449-01"	-0.583971868424433	-0.622913321885512	-0.407437056350074
"TCGA-02-0048-01"	-0.552227414846922	-0.62165617078843	-0.388130090109155
"TCGA-06-0650-01"	-0.528577492080075	-0.576648572074021	-0.0996021331161994
"TCGA-08-0525-01"	-0.507165052346611	-0.591169611896081	-0.205073932380458
"TCGA-02-0060-01"	-0.322244536555018	-0.166432403040515	0.137377672207105
"TCGA-19-5952-01"	-0.524571526548267	-0.630465626080552	-0.249539726761368
"TCGA-32-2634-01"	-0.571818839675573	-0.69417634471282	-0.385912265852388
"TCGA-06-0197-01"	-0.414314726362645	-0.418755210349705	-0.0214465689548041
"TCGA-28-5207-01"	-0.0105975416664638	0.298043718601489	0.128012244098098
"TCGA-08-0352-01"	-0.548586775550234	-0.634994382607483	-0.207385856321376
"TCGA-02-0058-01"	-0.25015976970171	-0.135237991404554	0.0147075064987609
"TCGA-26-1438-01"	-0.399677270228006	-0.409343548276826	-0.0824714133512938
"TCGA-28-2513-01"	-0.416508130491306	-0.466240302404792	-0.0434962998682204
"TCGA-28-1751-01"	-0.438939891814646	-0.526538014619563	-0.154306991116559
"TCGA-12-3651-01"	-0.536565554251671	-0.557805524242922	-0.329090051538319
"TCGA-32-2495-01"	-0.547970940639184	-0.651514284481085	-0.271700248314496
"TCGA-19-0964-01"	-0.519717893732293	-0.605665127640439	-0.367541947546915
"TCGA-08-0346-01"	-0.479079831199424	-0.522127546912422	-0.178829963689052
"TCGA-27-1830-01"	-0.472988007623279	-0.534596587288668	-0.20002164741086
"TCGA-06-0184-01"	-0.480182578789236	-0.519510907784687	-0.179572711973643
"TCGA-12-3652-01"	-0.477335922157566	-0.570287550405893	-0.286074102874326
"TCGA-28-1755-01"	-0.49077086414162	-0.602664656935304	-0.409594686248715
"TCGA-14-3477-01"	-0.511493492851369	-0.54741612927716	-0.417830173472375
"TCGA-16-0849-01"	-0.505820173312635	-0.515238432515307	-0.284289218361299
"TCGA-14-1402-01"	-0.453911796539384	-0.552091917947809	-0.235157055959682
"TCGA-19-0962-01"	-0.534627585889713	-0.605719148044078	-0.330021862148908
"TCGA-06-2559-01"	-0.543512284489401	-0.629492669797324	-0.292514914003116
"TCGA-06-0747-01"	-0.550579671603021	-0.631308339842508	-0.336910363426833
"TCGA-06-1086-01"	-0.500700325750158	-0.548575429681495	-0.354168546149563
"TCGA-12-1091-01"	-0.488320017141106	-0.615546806864344	-0.284790243083337
"TCGA-16-0850-01"	-0.495089347145654	-0.581453694173483	-0.558829970716662
"TCGA-02-0087-01"	-0.495547663838548	-0.550224790080604	-0.276116476202172
"TCGA-06-0139-01"	-0.296853449629898	-0.244620491007586	0.256119804729858
"TCGA-06-0152-01"	-0.422940317872189	-0.520593310553681	-0.228410976188226
"TCGA-76-4927-01"	-0.409297047760048	-0.428995622631827	-0.163173029425834
"TCGA-02-0104-01"	-0.539986527960073	-0.582596005326551	-0.428095711162091
"TCGA-12-0670-01"	-0.49252898448338	-0.543690850582811	-0.300387334809114
"TCGA-14-1458-01"	-0.508074884282291	-0.575345890679488	-0.412180285927018
"TCGA-02-0004-01"	-0.428524783448581	-0.417334687786722	-0.031187346520687
"TCGA-12-3648-01"	-0.486773809423995	-0.542938680144198	-0.246600429791599
"TCGA-41-2572-01"	-0.502399477652556	-0.57914803435028	-0.218277492533016
"TCGA-06-0130-01"	-0.331750836119465	-0.235809429304873	0.113823123525708
"TCGA-06-0749-01"	-0.527920248494864	-0.580389820636928	-0.245630489831644
"TCGA-19-4068-01"	-0.504376112874184	-0.559425475082259	-0.215531255999976
"TCGA-06-0167-01"	-0.534077162595138	-0.602671751474858	-0.390510592014703
"TCGA-12-3644-01"	-0.426474166379711	-0.444270102941878	-0.222831221583457
"TCGA-12-0829-01"	-0.426248194390299	-0.443078354184625	-0.169163015310384
"TCGA-14-1821-01"	-0.500863465078592	-0.507212119323663	-0.492633158206845
"TCGA-12-0776-01"	-0.4294461760003	-0.417198810170271	-0.0416760201932507
"TCGA-28-2501-01"	-0.546684880639706	-0.638545991516374	-0.112924931408551
"TCGA-14-1451-01"	-0.510847175133347	-0.599417167654719	-0.237351414030035
"TCGA-12-5301-01"	-0.500228997191499	-0.548487004258327	-0.291120377991332
"TCGA-32-1976-01"	-0.553625639937688	-0.564150573646362	-0.329102917254658
"TCGA-27-2519-01"	-0.450789485155321	-0.515985298176837	-0.101381418808427
"TCGA-02-0102-01"	-0.525681397712545	-0.623979798455972	-0.327230223755968
"TCGA-02-0023-01"	-0.498626048841662	-0.557663162370532	-0.225322510802199
"TCGA-19-1387-01"	-0.542752024331438	-0.633683352093736	-0.338595168775476
"TCGA-02-0034-01"	-0.171094825672657	-0.0313200113627302	0.0888560024701431
"TCGA-12-1598-01"	-0.51633804489159	-0.594993735342215	-0.254565893255114
"TCGA-16-1048-01"	-0.547981027617536	-0.625696060365562	-0.299045296112828
"TCGA-06-0878-01"	-0.480839102041377	-0.563645736337305	-0.158320470553175
"TCGA-12-1092-01"	-0.315333697978954	-0.281508422221571	-0.113611106340245
"TCGA-08-0375-01"	-0.476718613665923	-0.527082174952806	-0.287965302283359
"TCGA-06-5416-01"	-0.50644490484281	-0.55741376599924	-0.409371678234485
"TCGA-19-5956-01"	-0.538072136436964	-0.58927277045341	-0.51682609657146
"TCGA-27-1837-01"	-0.525060357105034	-0.603400343033198	-0.22497659706345
"TCGA-02-0266-01"	-0.473739800535512	-0.549788728805159	-0.356856920873926
"TCGA-08-0356-01"	-0.477736905462404	-0.542921224418565	-0.152860827778921
"TCGA-28-1745-01"	-0.347710148340006	-0.286388514344246	-0.19358476263055
"TCGA-02-0321-01"	-0.494318280062355	-0.545069918419095	-0.348935575248063
"TCGA-32-2491-01"	-0.542438367058602	-0.613381769573483	-0.148176474067486
"TCGA-06-0143-01"	-0.454203663393357	-0.515523668425371	-0.0951188050364026
"TCGA-08-0516-01"	-0.524581685992009	-0.627071876082807	-0.311684916031685
"TCGA-08-0385-01"	-0.495013794345456	-0.592118564890963	-0.422916265047164
"TCGA-06-0164-01"	-0.474632746792963	-0.462061294125637	-0.0913092754356013
"TCGA-02-0111-01"	-0.427026441662948	-0.409636423562166	-0.09880637321326
"TCGA-08-0512-01"	-0.408863382278879	-0.475553564219294	-0.164304100203774
"TCGA-19-0955-01"	-0.53945987469718	-0.61960939846707	-0.270402966865427
"TCGA-14-0781-01"	-0.501678896168879	-0.594488843336497	-0.208407754160894
"TCGA-02-0047-01"	-0.549620570104002	-0.58465218378607	-0.435149544123355
"TCGA-06-0412-01"	-0.45103341204101	-0.537657663927766	-0.116575065058907
"TCGA-06-0129-01"	-0.520352254436676	-0.561462774806565	-0.19024849355118
"TCGA-02-0325-01"	-0.521042690739822	-0.57883653820568	-0.342327680895149
"TCGA-12-1095-01"	-0.476415612980965	-0.538206815049994	-0.0826515334265814
"TCGA-02-0027-01"	-0.232361170036835	0.0164831400174003	0.130999470021699
